Abstract;Year
"The invention discloses a letter element automatic extraction method based on a petition letter general situation. The method comprises: automatically generating petition letter elements and generating a large-size petition text into a short petition summary through CNLP Chinese natural language processing big data and machine learning; and automatically extracting petition letter elements fragmenting the text by using a text mining technology and extracting petition basic elements according to requirements. According to the method the petition letters are intelligently processed basic elements and summaries of the petition letters are objectively and scientifically extracted petition processing is scientific and efficient sentences of petitioners in the petition letters and emotions expressed by words can be analyzed and the real states of the petitioners can be known.";2020
"The invention discloses a massive knowledge graph retrieval method which is used for solving the problem that an existing knowledge graph retrieval method cannot well retrieve knowledge graphs relatedto knowledge graphs searched by a user to the user. The method comprises the following steps: constructing a visual data matrix of each knowledge graph in a mass knowledge graph set collected in advance; according to a preset correlation degree algorithm calculating the correlation degree between the visual data matrix of the first knowledge graph in the massive knowledge graph set and the visual data matrix of each second knowledge graph; and storing the second knowledge graph corresponding to the visual data matrix having the association degree with the visual data matrix of the first knowledge graph as a knowledge graph having the association degree with the first knowledge graph. According to the method by calculating the correlation and similarity between the knowledge maps the correlation of each knowledge map can be accurately determined so that the knowledge map with high correlation with the knowledge map searched by the user can be pushed to the user and the user experience is improved.";2020
"The invention discloses an intelligent service method and system based on an innovation and entrepreneurship platform and belongs to the technical field of innovation and entrepreneurship service platforms. The method comprises the following steps of: S1 introducing a multi-source heterogeneous big data access technology and constructing an innovation and entrepreneurship resource library; S2introducing a knowledge graph technology to form a knowledge base supporting brain-like services; S3 performing abstract generation label extraction and text generation technologies based on a deepneural network; S4 recommending and matching various eligible service resources of a platform for entrepreneurs through an unsupervised adaptive recommendation algorithm; and S5 providing low-cost and automatic consultation services based on an intelligent question-answering technology of the knowledge graph; and S6 providing automatic consultation services for help selection and professional guidance based on the intelligent question-answering technology of the knowledge graph. Therefore the platform can serve customers with high efficiency and high quality and solve customer business problems and machine learning of artificial intelligence continues to be optimized while a result is selected.";2020
"The invention relates to the technical field of artificial intelligence information and in particular relates to an event tracing-oriented intelligent conference analysis method. The method comprisesthe steps of obtaining conference system data; constructing a knowledge graph; and carrying out intelligent conference retrieval or conference event tracing and analysis by utilizing the knowledge graph. Compared with the prior art the invention provides an intelligent conference analysis method for time tracing and further provides a knowledge graph construction method in the field of conference systems of multi-source heterogeneous data. Different types of conferences can be flexibly targeted; knowledge of a specific field is extracted from an existing open encyclopedia knowledge base; the knowledge graph for a specific conference type is constructed in combination with file data and the like provided by a conference meanwhile the constructed knowledge graph can help to improve theaccuracy of conference summary content and improve the accuracy of a retrieval result and intelligent retrieval analysis can visualize the conference progress personnel task implementation conditions and the like.";2020
"The invention provides a method and device for generating a target article equipment and a readable storage medium and relates to the technical field of data processing in particular to the field of artificial intelligence such as knowledge maps and deep learning. The specific implementation scheme comprises steps of acquiring a reference article and a data source associated with the reference article; determining a replaceable object in the reference article; generating a target object which can be used for replacing the replaceable object based on data in the data source; and replacing the replaceable object in the reference article with the target object to generate a target article. A large number of structured articles can be constructed in a short time and the generation efficiency of the articles is improved.";2021
"The invention discloses a Deep learning-based radio and television news event element extraction method and the method comprises the following steps: S1 marking the abstract and element information of to-be-analyzed radio and television news data and constructing an abstract data set and an element data set; s2 constructing an abstract extraction model and an element extraction model by utilizing the pre-training model and training the abstract extraction model and the element extraction model by utilizing the constructed abstract data set and element data set; and S3 constructing a two-stage broadcast television news element automatic extraction model by utilizing the abstract extraction model and the element extraction model trained in the step S2 and predicting the input broadcast television news by utilizing the model to obtain a structured element extraction result and the like. According to the invention efficient element extraction can be carried out on broadcast television news contents and intelligent technical support and the like are provided for upper-layer analysis or application services such as integrating news resources converging all-media news contents establishing a content knowledge base carding news event venation and the like.";2021
"The invention discloses a method and device for generating a document record electronic equipment a storage medium and a computer program product and relates to the field of artificial intelligencesuch as deep learning and knowledge maps. The specific implementation scheme comprises the following steps of receving user voice information used for generating the document record wherein the voice information comprises information related to content configuration items of the document record and the content configuration items are related to arrangement of the document record; converting thevoice information into text information; and processing the text information based on the content configuration entry to generate a document record. By simply configuring the content configuration items related to the arrangement of the document records by the user the voice information of the user is recognized based on the content configuration items and the document records conforming to thepreset arrangement can be automatically generated.";2021
The invention discloses a document query method and device electronic equipment and a storage medium and relates to the technical field of knowledge maps and deep learning. According to the specificimplementation scheme the method comprises the steps of obtaining search keywords determining a target dimension to which the search keywords belong according to an extraction strategy adopted forextracting the search keywords querying document keywords of the target dimension from document keywords of multiple dimensions of candidate documents and under the condition that the document keyword of the target dimension is matched with the search keyword of the target dimension determining that the candidate document is matched with the search keyword. According to the invention the keywords of different dimensions are determined according to the extraction strategy and then the keywords of the corresponding dimensions are matched during document query so that the matching accuracyand the document query flexibility are improved and different query requirements are met.;2021
"The invention relates to the field of artificial intelligence and discloses a conference summary generation method based on edge computing and related equipment. The method comprises the steps: acquiring audio data collected by a conference and storing the audio data in an edge computing equipment cluster through a local area network wherein a text translation model and a semantic recognition model are deployed in the edge computing equipment cluster; performing distributed translation on the audio data by adopting a text translation model to obtain text data corresponding to the audio data; adopting a semantic recognition model and a preset prior knowledge base to perform distributed semantic recognition on the text data to obtain a natural language text corresponding to the text data; and combining the text data and the corresponding natural language text to obtain a conference summary and storing the conference summary in a storage container of the edge computing equipment cluster. According to the invention automatic generation of the conference summary is realized and the confidentiality and security of the conference summary generation process are improved.";2021
The present invention discloses methods systems and tools for knowledge processing and visualizations by building various data structures corresponding to uncovered informational data such as values of association strengths or significance measures and maps of ontological subjects of compositions or one or more content accompanying a request for service by a user. In one embodiment of the invention the method assigns and calculates an ontological subject association strength/value measures and spectrums to each composition or ontological subjects of the composition. The resulting data spectrums and the adjacency matrix of the map or visualization are used to evaluate the merits of the compositions in the context of reference universes. It is also used as a research guiding tool for knowledge discovery or automatically generating high value compositions or new or less known knowledge about the ontological subjects of the universe. The invention serves knowledge seekers knowledge creators intelligent machines or robots inventors discoverer as well as general public by assisting and guiding users to assess their work identify their unknowns optimize their research trajectory and provide higher quality content. The method and system thereby is instrumental in increasing the speed and efficiency of knowledge acquisition machine learnings autonomous decision making navigations discovery retrieval as well as faster learning and problem solving.</p>;2017
"The invention discloses a knowledge representation learning method fusing relationship path type and entity description information. The method comprises the following steps: (1) preprocessing a knowledge base to extract structured information relationship path information type information and entity description information; (2) selecting a positive sample from the knowledge base constructinga negative sample calculating the loss of the structured information the relationship path information the type information and the entity description information corresponding to the positive andnegative samples; (3) updating parameters a practice vector and a relationship vector of a model according to the loss; and (4) repeating the step (1) to the step (3) until the number of iterations reaches the preset maximum number of iterations and outputting the vectors of the entity and relationship to realize the learning of the knowledge representation. According to the method on the basisof using a relationship path modelling is performed on the knowledge base by fusing multi-source information so that the problem that the only the structured information is used in traditional knowledge representation learning method and multiple additional information is not adopted is solved.";2018
"The invention provides a massive log data intelligent operation and maintenance system. The system comprises a log collecting module a log processing module a log storage module and a business application module wherein the log collecting module is used for collecting application logs operation system logs and network equipment logs on a target machine structuring log data and then outputtingthe log data to the log processing module; the log processing module is used for real-time processing and offline processing real-time processing comprises real-time statistics real-time alarming and real-time analysis and offline processing comprises data batch storage offline analysis and machine learning; then the processed information is sent to the log storage module; the log storage module is used for storing original log data index data statistical analysis data and resource configuration data and comprises a MySQL relation database a Redis memory database an Elastic search engine and an HBase column storage database; the business application module is used for providing functions of inquiry statistics monitoring and alarming intelligent reports instrument panels and knowledge bases through a web interface and the data is read out from the log storage module.";2018
"The invention discloses a power grid information system fault positioning system and method based on a bidirectional deep neural network. The power grid information system fault positioning system comprises a fault monitoring module an inference machine a database and a deep learning module. The method includes; Performing deep neural network forward and reverse training on a fault tree analysisresult; and obtaining a corresponding relation between the fault characteristics and the fault positions storing the corresponding relation in an expert knowledge base carrying out power grid information system fault monitoring writing the fault characteristics obtained according to monitoring data into a characteristic database and performing reasoning to obtain a fault positioning result according to the expert knowledge base and the fault characteristics. The problem that power grid information system fault positioning is difficult can be effectively solved; The problems of low positioning speed and inaccurate positioning are solved so that the system can give an alarm at the first time when a fault occurs intelligent fault positioning and intelligent processing functions of theinformation system can be realized in combination with the fault self-processing system the operation and maintenance efficiency of the power grid information system can be further improved and safeand stable operation of the information system is guaranteed.";2019
Provided are systems and methods related to converting unlabeled data into structured and labeled data for answering one or more single-entity-single-relation questions. The systems and methods automates the labeling of data to generate training data for machine learning. The systems and methods identify and import question and answer pairs from an user generated discussion platform and access a knowledge base questions to extract questions by supervised extraction. The extracted questions are further filtered to remove mislabeled questions. When a question is posed it is parsed for entity and relation and an answer is identified by searching through the knowledge base.</p>;2019
"The invention discloses a knowledge base knowledge storage method and device and a knowledge base knowledge retrieval method and device. The knowledge base knowledge storage method comprises the steps: predicting the use degree of knowledge data through a pre-built neural network model; according to the use degree of the knowledge data dividing the knowledge data according to preset dimensions toobtain knowledge data of different dimensions; slicing the knowledge data of different dimensions according to a preset server storage threshold; and according to the use degree of the knowledge data storing the sliced knowledge data of different dimensions in different servers so as to establish a knowledge base. The invention provides a new knowledge base knowledge storage mode the storage mode is beneficial to quick retrieval of knowledge to be retrieved and the knowledge to be retrieved can be retrieved from a corresponding server according to the use degree of knowledge data. Comparedwith the prior art the situation that the whole knowledge base needs to be traversed every time retrieval is conducted is avoided and the retrieval waiting time of a user is shortened.";2020
Methods computer systems and computer readable media for transforming raw healthcare data into relevant healthcare data are provided. Transformation of raw healthcare data into relevant data is accomplished by receiving raw data from a plurality of disparate data sources indexing the data and mapping the data. Embodiments transform raw data into relevant data through the use of natural language processing synonymy and ontology mapping and adaptive knowledge processing. The relevant data is stored in a one record that includes information necessary to understand and represent that patient.</p>;2020
Methods computer systems and computer readable media for transforming raw healthcare data into relevant healthcare data are provided. Transformation of raw healthcare data into relevant data is accomplished by receiving raw data from a plurality of disparate data sources indexing the data and mapping the data. Embodiments transform raw data into relevant data through the use of natural language processing synonymy and ontology mapping and adaptive knowledge processing. The relevant data is stored in a one record that includes information necessary to understand and represent that patient.</p>;2020
The invention discloses a data processing method and device and electronic equipment and relates to the technical field of knowledge maps deep learning and big data. According to the specific implementation scheme during data retrieval hash calculation is performed on to-be-retrieved data according to the number of current fragments to determine a first fragment identifier corresponding to theto-be-retrieved data the first fragment identifier is searched for in the record and according to the search result the to-be-retrieved data is retrieved on a target fragment which is a first fragment corresponding to the first fragment identifier or a second fragment obtained by performing hash calculation on the to-be-retrieved data according to the number of initial fragments corresponding to a second fragment identifier. Compared with the prior art in which searching needs to be carried out in each fragment involved in the data the retrieval range is small although two times of hash calculation need to be carried out on the to-be-retrieved data computing resources occupied by the two times of hash calculation are few and therefore the retrieval efficiency of the data is improved to a certain degree.;2020
"The invention relates to an abnormal data flow online calibration system heurized by a brain-like hierarchical memory mechanism. The system comprises a missing data filling module (I) a dimension reduction module (II) a multi-dimensional counting Bloom filter module (III) a hierarchical memory library module (IV) an experience knowledge base module (V) and a calibrated data block module (VI).The I is used for filling up missing data in data blocks in a data stream batch processing link. The II is used for performing low-dimensional representation on the high-dimensional data in the data block. The III is used for judging whether the new data sample is abnormal . The IV is used for storing the historical data sample processed in the step II. The V is used for storing historical data samples which are processed by I but not processed by II. The III and theIV are matched with each other to be replaced and the IV and the V are matched with each other to be updated; and the VI is usedstoring the replaced and updated new data sample. According to the online calibration system under the condition that original data distribution is not changed outliers noise missing values and the self-adaptive concept drift phenomenon are corrected in real time.";2020
"Systems computer program products and methods are described herein for implementing cognitive self-healing in knowledge based deep learning models. The present invention is configured to receive via the real-time resource transmission session one or more query strings from the user; transform the one or more query strings into one or more multi-dimensional query vectors; electronically retrieve one or more multi-dimensional resource vectors from a resource repository; determine a similarity index between the one or more multi-dimensional query vectors and one or more multi-dimensional resource vectors; determine a first multi-dimensional resource vector associated with at least one of the one or more multi-dimensional resource vectors; rasterize the first multi-dimensional resource vector into one or more grid of pixels to generate a first resource; and display via the real-time resource transmission session the first resource.</p>";2021
"The invention discloses a table data processing method and device electronic equipment and a storage medium and relates to the field of computers in particular to the artificial intelligence fields of natural language processing knowledge maps and the like. According to the specific implementation scheme the method comprises the steps of recognizing a to-be-processed target table to determine a target style parameter and a first content list corresponding to the target table; based on the target style parameter extracting a candidate reference table from the plurality of reference tables; determining content similarity and position similarity between the target table and the candidate reference table according to the first content list and a second content list corresponding to the candidate reference table; under the condition that the content similarity and the position similarity meet preset conditions determining the candidate reference table as a target reference table; and according to the association relationship between the second contents in the target reference table determining the association relationship between the first contents in the target table. According to the method structuring of the complex table can be realized.";2021
"The invention relates to an internet food entity alignment method and system based on a graph neural network and the method comprises the steps: S1 separating triads in two knowledge maps KG1 and KG2 to be aligned and obtaining a relation triad and an attribute triad; s2 updating a relation triple; s3 obtaining an entity structure feature vector and a relation feature vector; s4 obtaining an entity feature vector; and S5 constructing an entity relationship alignment model calculating the distance between entity feature vectors to realize entity alignment and calculating the distance between relationship feature vectors to realize relationship alignment. According to the method provided by the invention the graph structure of the knowledge graph is complemented and trimmed so that the influence of the isomerism of graphs among the knowledge graphs is reduced and meanwhile the utilization efficiency of entity seeds and the accuracy of entity alignment are improved under the condition that the entity seeds are limited.";2021
The invention relates to a dangerous chemical library construction method based on a knowledge graph. The dangerous chemical library construction method comprises the following steps: 1 constructinga dangerous chemical data set 2 determining basic attributes of the chemicals according to the content of the established chemical knowledge graph and determining used accident risk information and 3 establishing a risk information extraction model: designing a neural network model taking AlBert as a pre-training model as the risk information extraction model. The method has the beneficial effects that four parts are extracted from risk information describing dangerous chemicals by utilizing the strong expression ability of deep learning and all data can be directly extracted after a model is trained so that the step of manually screening text information is omitted the problem that only the surroundings are paid attention to and the global situation is not paid attention to in thetraining process is avoided correct entities can be extracted from sentences more effectively and various types of information of chemicals are stored in a knowledge base in the form of a knowledgegraph so that the chemicals can be looked up more conveniently.;2021
"The invention discloses a data drainage playback method and device electronic equipment and a readable storage medium and relates to the field of artificial intelligence such as cloud computing and knowledge mapping and the method comprises the steps: obtaining to-be-processed original data wherein the original data comprises N pieces of interface request data and N is a positive integer greater than one; analyzing an association relationship among the interface request data to obtain cleaning instruction information; and performing drainage playback according to the original data and the cleaning instruction information. By means of the scheme the success rate of the playback result can be increased and the like.";2021
"The invention discloses a livestock disease inquiry method. The method comprises the following steps that S1 a user inputs dialog content through a dialog box; S2 the background receives the dialogue content of the user analyzes the dialogue content of the user based on a natural language understanding technology and if the information in the dialogue content of the user is incomplete information supplementation is provided for the user through a dialogue box until the intention and symptom description information of the user are complete; the method for providing symptom supplementation for the user through the dialog box specifically comprises the steps of performing symptom expansion on symptom description of the user by calling a disease knowledge base generating a symptom list and confirming whether symptoms in the symptom list exist or not to the user until possible diseases of the livestock can be consulted according to the symptoms in the symptom list; and S3 possible diseases of the livestock are returned to the user through a dialog box.";2021
"The embodiment of the invention relates to a method and system for searching health knowledge through voice. The method comprises the steps of: enabling a health knowledge searching system to receivefirst voice data; performing artificial intelligence voice recognition processing on the first voice data to generate a first keyword data set; performing artificial intelligence keyword classification processing on the first keyword data set to generate a first type data set set; and according to the first type data set set performing health knowledge search processing on a preset health knowledge base to generate a first search data set. According to the embodiment of the invention not only is an unnecessary input process omitted for the user but also the information filtering and screening time is saved for the user and the user experience and the information search precision are improved.";2021
"The invention belongs to the field of Internet of Things and artificial intelligence particularly relates to an industrial Internet of Things equipment collaborative management and control system based on data and knowledge driving and aims to solve the problems that the number of Internet of Things equipment of an existing system is large physical distribution is wide data is complex and diverse effective collaborative management of the Internet of Things equipment is difficult to achieve. And the management efficiency is low and the security is low are solved. The method comprises the steps that a data warehouse module performs data screening and integration; the model management module selects a corresponding data mining model; the data mining module performs data mining; the knowledge management module manages data; the on-line evaluation and decision-making module performs on-line evaluation on the mined data and generates an intelligent management and control strategy of each device and system; and the cooperative dispatching desk carries out cooperative dispatching and information display management on each device and each system. According to the invention the information of the system and each piece of equipment is effectively analyzed through a data mining technology an online control decision is given the efficient and intelligent operation of the system is realized and the safety is high.";2021
The invention relates to a method capable of combining word vector with bootstrap learning for obtaining and organizing domain entity hyponymy and belongs to the technical field of natural language processing and machine learning. Firstly according to a bootstrap learning way a candidate hyponymy entity is obtained in the text of a tourist field the candidate hyponymy entity is used for artificially constructing a tourist field knowledge base and the hyponymy entity is subjected to hierarchical relationship organization in virtue of a mapping matrix. By use of the method the hyponymy is effectively extracted and powerful support is provided for works including information extraction information retrieval machine translation and the like for the hyponymy. Compared with an existing identification method the method disclosed by the invention is characterized in that the accuracy the recall rate and the F value of the method are improved and therefore the method exhibits certain research meaning.;2017
The invention discloses a method for news aggregation and intelligent entity association which adopts crawler to grasp web pages by polling new news on websites interested by users and utilizes support vector machine to carry out 0-1 classification to extract the news text after the natural language processing of news text the Wikidata knowledge map is searched for corresponding entities for characters and geographical names in the text entity types are determined by superordinate words news hexadecimals (title time URL body character entity geographic entity) are stored in the local document database the relevant news are listed when the user searches for the relevant entity and the news location associated with Wikida is displayed by map and the character file associated with Wikida is displayed by cards. The technical proposal of the invention provides an enhanced news reading mode with background knowledge pushed by the related knowledge and improves the reading experience of the user.;2018
The invention discloses an intelligent question answering method and a knowledge map system construction method thereof. The device comprises: acquiring a question sentence extracting a keyword of the question sentence searching a knowledge map system by the keyword obtaining knowledge information related to the question sentence and generating a corresponding question result by using the knowledge information related to the question sentence wherein the knowledge map system is a knowledge map system based on artificial intelligence. Thus after acquiring the question sentence of the user the invention extracts the keyword of the question sentence and further searches the knowledge map system based on artificial intelligence by using the keyword. As the knowledge map system is a knowledge map system based on artificial intelligence the knowledge map system can realize automatic information extraction and therefore has high efficiency. In addition the subjectivity of manual processing can be avoided and more accurate search results can be obtained.;2019
"The invention relates to an automobile news event extraction method integrating rules and deep learning. The method comprises the following steps: a text preprocessing step: obtaining network news text data including news corpus and encyclopedia data performing text preprocessing on the network news text data forming a training set based on the preprocessed news corpus and encyclopedia data andtraining word vectors and word vectors; a rule-based base model construction step: extracting key attributes required to be extracted by news events in the automobile industry establishing an ontology knowledge base suitable for the automobile field and constructing a rule-based base model; a deep learning neural network training step: constructing and training a BiLSTM + CRF network for judging event types; and an event extraction step: identifying the unlabeled news corpus based on the BiLSTM + CRF network and obtaining a corresponding event category. Compared with the prior art the method has the advantages of high efficiency high precision suitability for the field of automobile industry and the like.";2019
"The invention discloses an News pushing method device and equipment based on an interactive graph neural network and a readable storage medium. According to the scheme in the embedding process themethod has the steps of learning news content-based features from a knowledge layer and a semantic layer by using a knowledge-based convolutional neural network; utilizing the high-order connectivityof the embedded propagation layer encoding a potential cooperation signal in the user news interactive graph into the learning process of the user and news representation and finally determining thepreference degree of the user for candidate news based on an embedded result so as to determine whether to push the candidate news to the user or not. It can be seen that according to the scheme twographs are used for obtaining representations of the user and news one graph is a knowledge graph the other graph is a user news interactive graph and through the improvement of the embedding process news recommendation performance and user satisfaction are improved.";2019
"The invention discloses an accurate and efficient network public opinion detection and early warning method based on multi-level geography which comprises the following steps: S1 analyzing the network public opinion information by using a multi-level geographic knowledge base and an entity identification means locating the place where the public opinion occurs and labeling the corresponding geographic label; S2 using the machine learning algorithm to optimize the display effect of public opinion information under different conditions. Through the improved multi-level geographic monitoringscheme the invention can comprehensively provide the public opinion monitoring of the geographic region concerned for the user. At the same time the user can monitor the hot spots in the hot spotsarea. This not only ensures the comprehensiveness of the data but also ensures the focused monitoring of key geography and helps to improve the processing capacity of public opinion events. At the same time hierarchical management but also to avoid duplication of work system to achieve a hierarchical marker on-demand distribution.";2019
"The invention discloses a threat intelligence generation method and device and the method comprises the steps: collecting description texts of various types of security events and collecting a vulnerability database and an attack utilization database; Filtering a first type of description text from the collected description text by using a regular expression to obtain a second type of description text the first type of description text not comprising a threat field and the second type of description text comprising a threat field; Classifying the second type of description text by using aconvolutional neural network to obtain a real threat information text and a false positive case threat information text; Extracting entities from the real threat information text extracting a relationship between the entities and generating triple information based on the relationship between the entities; And generating a threat intelligence knowledge map based on the triple information.";2019
